10008	16/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.00000	14.12500	-14.06250	524370	C			2945			C
10008	17/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.25000	14.50000	-14.37500	234015	0.022222			2945			0.022222
10008	20/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.00000	14.25000	-14.12500	70865	-0.017391			2945			-0.017391
10008	21/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.50000	13.75000	-13.62500	57810	-0.035398			2945			-0.035398
10008	22/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.50000	13.75000	-13.62500	19800	0.000000			2945			0.000000
10008	23/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.50000	13.75000	-13.62500	47850	0.000000			2945			0.000000
10008	24/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.62500	13.87500	-13.75000	49150	0.009174			2945			0.009174
10008	27/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.62500	13.87500	-13.75000	24200	0.000000			2945			0.000000
10008	28/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.50000	13.87500	-13.68750	20600	-0.004545			2945			-0.004545
10008	29/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.50000	13.87500	-13.68750	31250	0.000000			2945			0.000000
10008	30/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	13.62500	13.87500	-13.75000	61700	0.004566			2945			0.004566
10008	31/01/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.50000	14.75000	-14.62500	69700	0.063636			2945			0.063636
10008	03/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.50000	14.75000	-14.62500	27500	0.000000			2945			0.000000
10008	04/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.50000	14.75000	-14.62500	4600	0.000000			2945			0.000000
10008	05/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.25000	14.75000	-14.50000	13500	-0.008547			2945			-0.008547
10008	06/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.25000	14.50000	-14.37500	35000	-0.008621			2945			-0.008621
10008	07/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.25000	14.75000	-14.50000	20300	0.008696			2945			0.008696
10008	10/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.50000	14.75000	-14.62500	31400	0.008621			2945			0.008621
10008	11/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.75000	15.00000	-14.87500	36800	0.017094			2945			0.017094
10008	12/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	14.75000	15.25000	-15.00000	16400	0.008403			2945			0.008403
10008	13/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.00000	15.50000	-15.25000	6100	0.016667			2945			0.016667
10008	14/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.75000	16.25000	-16.00000	37500	0.049180			2945			0.049180
10008	18/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.75000	16.25000	-16.00000	5000	0.000000			2945			0.000000
10008	19/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	16.00000	16.50000	-16.25000	3800	0.015625			2945			0.015625
10008	20/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	16.00000	16.75000	-16.37500	10600	0.007692			2945			0.007692
10008	21/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	16.00000	16.50000	-16.25000	4100	-0.007634			2945			-0.007634
10008	24/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	16.00000	16.50000	-16.25000	800	0.000000			2945			0.000000
10008	25/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.75000	16.25000	-16.00000	9800	-0.015385			2945			-0.015385
10008	26/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.75000	16.25000	-16.00000	1900	0.000000			2945			0.000000
10008	27/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	15.75000	16.25000	-16.00000	5500	0.000000			2945			0.000000
10008	28/02/1986	10	GACO	GARDENAMERICA CORP	GACO	7964	16.00000	16.75000	-16.37500	7200	0.023438			2945			0.023438
